Movie Name,Release Period,Release Period2,Release Period3,Whether Remake,whether franchise ,Whether Franchise,Genre,new actor,New Actor2,new director,New Director2,new music ,New Music Director,Lead Star,Director,Music Director,Number of Screens,Budget(INR),Revenue(INR),Verdict
Hello,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Sohail Khan,Atul Agnihotri,Sajid - Wajid,650,"₹ 14,00,00,000.00","₹ 17,96,00,000.00",Hit
Heroes,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Sohail Khan,Samir Karnik,Sajid - Wajid,725,"₹ 18,00,00,000.00","₹ 25,44,00,000.00",Hit
Little Zizou,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Sohrab Ardeshir,Sooni Taraporevala,Bikram Ghosh,50,"₹ 2,75,00,000.00","₹ 1,63,00,000.00",Flop
Akira,0,Holiday,1,Yes,0,No,action,0,No,0,No,0,No,Sonakshi Sinha,A.R. Murugadoss,Vishal - Shekhar,2400,"₹ 32,00,00,000.00","₹ 43,87,30,000.00",Hit
Noor,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Sonakshi Sinha,Sunhil Sippy,Baadshah,1450,"₹ 24,00,00,000.00","₹ 11,84,52,500.00",Flop
Via Darjeeling,1,Normal,0,No,0,No,thriller,0,No,1,Yes,1,Yes,Sonali Kulkarni,Arindam Nandy,Prabuddha Banerjee,75,"₹ 1,50,00,000.00","₹ 26,00,000.00",Flop
Shraddha - In  The Name Of God,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Sonali Kulkarni,Hamid Ali,Dinesh Arjuna,20,"₹ 40,00,000.00","₹ 2,75,000.00",Flop
The Camp,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Sonali Kulkarni,Nitin Mahadar,Uday Ramdas,35,"₹ 1,25,00,000.00","₹ 2,75,000.00",Flop
Dolly Ki Doli,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Sonam Kapoor,Abhishek Dogra,Sajid - Wajid,1150,"₹ 21,00,00,000.00","₹ 18,83,37,500.00",Average
Aisha,1,Normal,0,No,0,No,rom__com,0,No,1,Yes,0,No,Sonam Kapoor,Rajshree Ojha,Amit Trivedi,625,"₹ 18,00,00,000.00","₹ 25,52,62,500.00",Hit
Neerja,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Sonam Kapoor,Ram Madhvani,Vishal Khurana,1000,"₹ 28,00,00,000.00","₹ 1,18,71,90,000.00",Blockbuster
Item Girl,1,Normal,0,No,0,No,adult,1,Yes,1,Yes,1,Yes,Sonu Pahuja,Purrshottam,Jayant Aaryan,2,"₹ 15,00,000.00","₹ 6,00,000.00",Flop
Ek Vivaah... Aisa Bhi,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Sonu Sood,Kaushik Ghatak,Ravindra Jain,100,"₹ 3,50,00,000.00","₹ 2,48,87,500.00",Flop
Hero,1,Normal,0,No,0,No,love_story,1,Yes,0,No,1,Yes,Sooraj Pancholi,Nikhil Advani,Jassi Katyal,2100,"₹ 36,00,00,000.00","₹ 48,18,12,500.00",Hit
English Vinglish,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Sridevi,Gauri Shinde,Amit Trivedi,700,"₹ 26,00,00,000.00","₹ 78,56,25,000.00",Blockbuster
Mom,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Sridevi,Ravi Udyawar,A.R. Rehman,1200,"₹ 37,00,00,000.00","₹ 56,57,40,000.00",Hit
Madholal Keep Walking,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Subrat Dutta,Jai Tank,Nayab - Raja,50,"₹ 1,25,00,000.00","₹ 4,75,000.00",Flop
Mission - The Last War,1,Normal,0,No,0,No,action,0,No,1,Yes,1,Yes,Suchhi Kumar,Hayat Asif,Khayyam,5,"₹ 85,00,000.00","₹ 3,25,000.00",Flop
Garma Garam,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,0,No,Suchhi Kumar,S.K. Prasad,Dilip Sen - Sameer Sen,10,"₹ 40,00,000.00","₹ 21,00,000.00",Flop
Phoonk 2,1,Normal,0,No,1,Yes,horror,0,No,1,Yes,1,Yes,Sudeep,Milind Gadagkar,Dharam - Sandeep,675,"₹ 8,00,00,000.00","₹ 9,24,00,000.00",Hit
Phoonk,0,Holiday,0,No,0,No,horror,1,Yes,0,No,0,No,Sudeep,Ram Gopal Verma,Bappi - Tutal,400,"₹ 4,50,00,000.00","₹ 13,62,00,000.00",Blockbuster
Unlimited Nasha,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Sudesh Berry,Sanjay Khandelwal,Rakesh Trivedi,20,"₹ 80,00,000.00","₹ 37,00,000.00",Flop
Manoranjan - The Entertainment,1,Normal,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Sudhanshu Pandey,Kaaran Choudhary,Nayab - Raja,6,"₹ 1,25,00,000.00","₹ 2,75,000.00",Flop
Dhara,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Sudhanshu Pandey,Masud Mirza,Saurabh Mukherjee,5,"₹ 1,25,00,000.00","₹ 14,000.00",Flop
Love Recipe,1,Normal,0,No,0,No,comedy,1,Yes,0,No,1,Yes,Suhail Karim,Amol Shetge,Sameer Phaterpekar,100,"₹ 2,00,00,000.00","₹ 22,00,000.00",Flop
Kuch Kariye,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Sukhwinder Singh,Jagbir Dahiya,Onkar Shinde,40,"₹ 3,25,00,000.00","₹ 6,75,000.00",Flop
Khudi Ko Kar Buland Itna,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Sukhwinder Singh,Jagbir Dahiya,Onkar Shinde,20,"₹ 1,00,00,000.00","₹ 3,00,000.00",Flop
Devaki,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Suman Ranganathan,Bappaditya Bandopadhyay,Bikram Ghosh,15,"₹ 1,25,00,000.00","₹ 3,50,000.00",Flop
Maazii,1,Normal,0,No,0,No,thriller,1,Yes,1,Yes,1,Yes,Sumeet Nijhawan,Jaideep Chopra,Faizan Hussain,70,"₹ 1,75,00,000.00","₹ 9,25,000.00",Flop
Desi Kattey,1,Normal,0,No,0,No,action,0,No,0,No,0,No,Suneil Shetty,Anand Kumar,Kailash Kher,1150,"₹ 12,00,00,000.00","₹ 2,52,00,000.00",Flop
Red Alert - The War Within,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Suneil Shetty,Anant Mahadevan,Lalit Pandit,400,"₹ 10,00,00,000.00","₹ 1,93,00,000.00",Flop
One Two Three,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Suneil Shetty,Ashwini Dhir,Raghav Sachar,575,"₹ 14,00,00,000.00","₹ 27,36,00,000.00",Hit
Mr. White Mr. Black,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Suneil Shetty,Deepak Shivdasani,Jatin - Lalit,450,"₹ 11,00,00,000.00","₹ 3,89,00,000.00",Flop
Barood - The Fire A Love Story,1,Normal,0,No,0,No,action,0,No,1,Yes,1,Yes,Suneil Shetty,Jagdish C. Pandey,Bhoopi - Kanakraj,25,"₹ 4,00,00,000.00","₹ 40,00,000.00",Flop
Daddy Cool - Join The Fun,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Suneil Shetty,K. Murali Mohana Rao,Raghav Sachar,525,"₹ 13,00,00,000.00","₹ 6,37,30,000.00",Flop
Padmashree Laloo Prasad Yadav,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Suneil Shetty,Mahesh Manjrekar,Nitin Raikwar,150,"₹ 6,50,00,000.00","₹ 2,42,83,000.00",Flop
Mere Dost Picture Abhi Baaki Hai,1,Normal,0,No,0,No,comedy,0,No,0,No,1,Yes,Suneil Shetty,Rajnish Thakur,Parvez - Subhash,50,"₹ 5,25,00,000.00","₹ 25,00,000.00",Flop
Coffee With D,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,0,No,Sunil Grover,Vishal Mishra,Superbia,650,"₹ 8,00,00,000.00","₹ 72,00,000.00",Flop
Money Back Guarantee,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Sunil Pal,Sunil Pal,Dinu,50,"₹ 1,00,00,000.00","₹ 13,75,000.00",Flop
Fool N Final,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Sunny Deol,Ahmed Khan,Himesh Reshammiya,850,"₹ 26,00,00,000.00","₹ 27,62,00,000.00",Hit
Kaafila,1,Normal,0,No,0,No,action,0,No,0,No,0,No,Sunny Deol,Ammtoje Mann,Sukhwinder Singh,270,"₹ 17,00,00,000.00","₹ 4,04,65,000.00",Flop
Apne,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Sunny Deol,Anil Sharma,Himesh Reshammiya,625,"₹ 20,00,00,000.00","₹ 39,28,25,000.00",Hit
Singh Saab The Great,0,Holiday,0,No,0,No,action,0,No,0,No,1,Yes,Sunny Deol,Anil Sharma,Sonu Nigam,2000,"₹ 42,00,00,000.00","₹ 32,89,87,500.00",Average
Fox,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Sunny Deol,Deepak Tijori,Monty Sharma,475,"₹ 20,00,00,000.00","₹ 3,92,00,000.00",Flop
Big Brother,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,Sunny Deol,Guddu Dhanoa,Sandesh Shandilya,290,"₹ 8,00,00,000.00","₹ 7,09,00,000.00",Average
Teesri Aankh - The Hidden Camera,1,Normal,0,No,0,No,thriller,0,No,0,No,1,Yes,Sunny Deol,Harry Baweja,Sukhshinder Shinda,400,"₹ 12,50,00,000.00","₹ 6,60,30,000.00",Flop
Khuda Kasam,1,Normal,0,No,0,No,action,0,No,0,No,0,No,Sunny Deol,K.C. Bokadia,Aadesh Shrivastava,125,"₹ 9,00,00,000.00","₹ 1,04,00,000.00",Flop
Right Yaa Wrong,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Sunny Deol,Neeraj Pathak,Monty Sharma,600,"₹ 22,00,00,000.00","₹ 3,50,00,000.00",Flop
I Love NY,1,Normal,0,No,0,No,rom__com,0,No,1,Yes,0,No,Sunny Deol,Radhika Rao,Pritam,500,"₹ 16,00,00,000.00","₹ 1,62,00,000.00",Flop
Jo Bole So Nihaal,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Sunny Deol,Rahul Rawail,Anand Raj Anand,400,"₹ 15,00,00,000.00","₹ 14,81,62,500.00",Average
Yamla Pagla Deewana,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Sunny Deol,Samir Karnik,Anu Malik,1550,"₹ 29,00,00,000.00","₹ 88,72,50,000.00",Blockbuster
Yamla Pagla Deewana 2,1,Normal,0,No,1,Yes,comedy,0,No,0,No,0,No,Sunny Deol,Sangeeth Sivan,Toshi - Sharib,2000,"₹ 46,00,00,000.00","₹ 48,35,00,000.00",Hit
Poster Boys,1,Normal,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Sunny Deol,Shreyas Talpade,Tanishk,1300,"₹ 27,00,00,000.00","₹ 17,08,81,250.00",Flop
Ghayal Once Again,1,Normal,0,No,1,Yes,action,0,No,0,No,0,No,Sunny Deol,Sunny Deol,Shankar - Ehsaan - Loy,2300,"₹ 50,00,00,000.00","₹ 45,35,63,750.00",Average
Jo Hum Chahein,1,Normal,0,No,0,No,love_story,1,Yes,1,Yes,0,No,Sunny Gill,Pawan Gill,Sachin Gupta,300,"₹ 8,50,00,000.00","₹ 39,00,000.00",Flop
Ragini MMS 2,1,Normal,0,No,1,Yes,horror,0,No,0,No,0,No,Sunny Leone,Bhushan Patel,Chirantan Bhatt,2300,"₹ 19,00,00,000.00","₹ 63,29,45,000.00",Blockbuster
Ek Paheli Leela,1,Normal,0,No,0,No,love_story,0,No,1,Yes,1,Yes,Sunny Leone,Bobby Khan,Uzair Jaswal,2000,"₹ 23,00,00,000.00","₹ 25,56,20,000.00",Hit
Kuch Kuch Locha Hai,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Sunny Leone,Devang Dholakia,Amjad - Nadeem,1250,"₹ 15,00,00,000.00","₹ 3,51,00,000.00",Flop
One Night Stand,0,Holiday,0,No,0,No,thriller,0,No,1,Yes,0,No,Sunny Leone,Jasmine Moses,Vivek Kar,1050,"₹ 17,00,00,000.00","₹ 4,80,00,000.00",Flop
Jism 2,0,Holiday,0,No,1,Yes,thriller,1,Yes,0,No,1,Yes,Sunny Leone,Pooja Bhatt,Munish Makhija,1700,"₹ 13,00,00,000.00","₹ 49,25,75,000.00",Blockbuster
Neighbours,0,Holiday,0,No,0,No,horror,1,Yes,0,No,1,Yes,Sunny Singh,Shyam Ramsay,Deepak Shah,225,"₹ 1,75,00,000.00","₹ 59,00,000.00",Flop
Khichdi The Movie,0,Holiday,1,Yes,0,No,comedy,0,No,1,Yes,0,No,Supriya Pathak,Aatish Kapadia,Raju Singh,400,"₹ 4,50,00,000.00","₹ 8,17,00,000.00",Hit
Yahi To Pyar Hai,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Suraj Dev Sahu,Suraj Dev Sahu,Navraj Baskota,8,"₹ 15,00,000.00","₹ 1,85,000.00",Flop
Rakht Charitra 2,1,Normal,0,No,1,Yes,action,1,Yes,0,No,0,No,Suriya,Ram Gopal Verma,Sukhwinder Singh,650,"₹ 19,00,00,000.00","₹ 3,44,00,000.00",Flop
Hate Story 2,1,Normal,0,No,1,Yes,thriller,1,Yes,0,No,1,Yes,Surveen Chawla,Vishal Pandya,Arko Pravo Mukherjee,1800,"₹ 15,00,00,000.00","₹ 31,07,00,000.00",Blockbuster
Lady Dabangg Aaj Bbhi,0,Holiday,0,No,0,No,action,1,Yes,1,Yes,1,Yes,Susanna Mohan,Piyush Chakravarty,Rohit Sinha,5,"₹ 30,00,000.00","₹ 4,50,000.00",Flop
Hulla,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Sushant Singh,Jaideep Varma,Indian Ocean,100,"₹ 1,50,00,000.00","₹ 15,50,000.00",Flop
Idiot Box,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Sushant Singh,Sunanda Mitra,Anand - Milind,20,"₹ 1,25,00,000.00","₹ 6,25,000.00",Flop
Kai Po Che,0,Holiday,0,No,0,No,drama,1,Yes,0,No,0,No,Sushant Singh Rajput,Abhishek Kapoor,Amit Trivedi,900,"₹ 30,00,00,000.00","₹ 72,16,20,000.00",Blockbuster
Detective Byomkesh Bakshy,0,Holiday,0,No,1,Yes,thriller,0,No,0,No,1,Yes,Sushant Singh Rajput,Dibakar Banerjee,Mode AKA,1200,"₹ 35,00,00,000.00","₹ 43,95,20,000.00",Hit
Raabta,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Sushant Singh Rajput,Dinesh Vijan,Pritam,1800,"₹ 47,00,00,000.00","₹ 33,69,86,250.00",Flop
Shuddh Desi Romance,0,Holiday,0,No,0,No,rom__com,1,Yes,0,No,0,No,Sushant Singh Rajput,Maneesh Sharma,Sachin - Jigar,1050,"₹ 25,00,00,000.00","₹ 75,11,80,000.00",Blockbuster
M.S. Dhoni - The Untold Story,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Sushant Singh Rajput,Neeraj Pandey,Amal Malik,3900,"₹ 1,10,00,00,000.00","₹ 1,89,82,72,500.00",Hit
Munni Metric Pass,0,Holiday,0,No,0,No,adult,1,Yes,0,No,1,Yes,Sushma Sharma,Suresh Jain,Avinash Pathak,10,"₹ 35,00,000.00","₹ 86,00,000.00",Blockbuster
Chingaari,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Sushmita Sen,Kalpana Lajmi,Aadesh Shrivastava,150,"₹ 5,00,00,000.00","₹ 1,89,00,000.00",Flop
Zindaggi Rocks,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Sushmita Sen,Tanuja Chandra,Anu Malik,200,"₹ 7,00,00,000.00","₹ 2,91,87,500.00",Flop
Crazy Cukkad Family,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,0,No,Swanand Kirkire,Ritesh Menon,Siddharth - Suhas,400,"₹ 5,00,00,000.00","₹ 44,00,000.00",Flop
Nil Battey Sannatta,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Swara Bhaskar,Ashwiny Iyer Tiwari,Rohan - Vinayak,300,"₹ 7,50,00,000.00","₹ 5,83,00,000.00",Average
Anaarkali Of Aaraah,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Swara Bhaskar,Avinash Das,Rohit Sharma,325,"₹ 5,75,00,000.00","₹ 1,48,00,000.00",Flop
Listen... Amaya,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Swara Bhaskar,Avinash Kumar Singh,Indraneel Hariharan,35,"₹ 1,50,00,000.00","₹ 15,50,000.00",Flop
Machhali Jal Ki Rani Hai,1,Normal,0,No,0,No,horror,0,No,1,Yes,1,Yes,Swara Bhaskar,Debaloy Dey,Amit Mishra,600,"₹ 5,50,00,000.00","₹ 1,81,00,000.00",Flop
Tension Doooor,0,Holiday,0,No,0,No,drama,1,Yes,0,No,1,Yes,Swaraaj Singh,Ambrish Sangal,Aashish Dwivedi,10,"₹ 75,00,000.00","₹ 1,35,000.00",Flop
Yeh Dil Ramta Jogi,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Swaroop Kanchi,Swaroop Kanchi,Swaroop Kanchi,5,"₹ 50,00,000.00","₹ 1,65,000.00",Flop
Overtime,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Swati Sharma,Ajay Yadav,Sahil Rayyan,20,"₹ 2,00,00,000.00","₹ 2,60,000.00",Flop
Mastaani... Lost In A Crowd Of Two,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Swati Verma,K. Ravi Raj,Anand - Milind,35,"₹ 80,00,000.00","₹ 80,43,500.00",Hit
Akkad Bakkad Bambey Bo,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Sween Sharma,Dweep Raj Kochhar,Harish Mangoli,75,"₹ 1,50,00,000.00","₹ 20,00,000.00",Flop
Kaalo,0,Holiday,0,No,0,No,horror,1,Yes,0,No,0,No,Swini Khara,Wilson Louis,Rahul Ranade,200,"₹ 4,00,00,000.00","₹ 30,25,000.00",Flop
Naam Shabana,1,Normal,0,No,1,Yes,thriller,0,No,0,No,0,No,Taapsee Pannu,Shivam Nair,Rochak Kohli,2000,"₹ 33,00,00,000.00","₹ 55,99,00,000.00",Hit
Bhaggmati - The Queen Of Fortunes,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Tabu,Ashok Kaul,Vishal Bhardwaj,25,"₹ 3,50,00,000.00","₹ 5,00,000.00",Flop
Luv U Soniyo,1,Normal,0,No,0,No,love_story,1,Yes,1,Yes,1,Yes,Tanuj Virwani,Joe Rajan,Sunil Bhatia,100,"₹ 5,75,00,000.00","₹ 17,00,000.00",Flop
Purani Jeans,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Tanuj Virwani,Tanushri Chattrji Bassu,Ram Sampath,625,"₹ 11,00,00,000.00","₹ 1,86,00,000.00",Flop
Aadi Shakti,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Tanushree,Dadu,Pandit Jalwa Prasad,5,"₹ 50,00,000.00","₹ 1,40,000.00",Flop
Apartment,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Tanushree Datta,Jag Mundhra,Bappa Lahiri,275,"₹ 5,50,00,000.00","₹ 1,66,00,000.00",Flop
Ek Aur Sahaadat,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Tanveer Ahmed,Raj Ahmed Khan,Pradeep Kumar Das,1,"₹ 10,00,000.00","₹ 1,40,000.00",Flop
Key Club,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Tanveer Hashmi,Aqil A. R. Hashmi,Shivam Bagchi,1,"₹ 70,00,000.00","₹ 7,50,000.00",Flop
Best Partner,0,Holiday,0,No,0,No,adult,0,No,0,No,1,Yes,Tanveer Hashmi,Suresh Jain,Shivam Farhaan,5,"₹ 20,00,000.00","₹ 31,00,000.00",Hit
Bhiga Badan,1,Normal,0,No,0,No,adult,0,No,0,No,1,Yes,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,2,"₹ 15,00,000.00","₹ 16,00,000.00",Hit
Night Lover,1,Normal,0,No,0,No,adult,0,No,0,No,1,Yes,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,1,"₹ 12,50,000.00","₹ 4,00,000.00",Flop
Kaamwali,0,Holiday,0,No,0,No,adult,0,No,0,No,1,Yes,Tanveer Hashmi,Suresh Jain,Afsar - Sajid,1,"₹ 12,50,000.00","₹ 11,50,000.00",Average
Ricksha Waali,1,Normal,0,No,0,No,adult,0,No,0,No,0,No,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,1,"₹ 15,00,000.00","₹ 13,25,000.00",Average
Doodhwali,0,Holiday,0,No,0,No,adult,0,No,0,No,1,Yes,Tanveer Hashmi,Suresh Jain,Afsar,1,"₹ 12,50,000.00","₹ 20,00,000.00",Hit
Machhiwali,0,Holiday,0,No,0,No,adult,0,No,0,No,0,No,Tanveer Hashmi,Suresh Jain,Afsar - Sajid,2,"₹ 12,50,000.00","₹ 17,00,000.00",Hit
Barwali,1,Normal,0,No,0,No,adult,0,No,0,No,0,No,Tanveer Hashmi,Suresh Jain,Afsar - Sajid,1,"₹ 10,00,000.00","₹ 17,25,000.00",Hit
College Girl,1,Normal,0,No,0,No,adult,0,No,0,No,0,No,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,5,"₹ 20,00,000.00","₹ 41,00,000.00",Blockbuster
Gumnaam,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Tanya Oberoi,Dilip Gulati,Bappi Lahiri,3,"₹ 30,00,000.00","₹ 21,00,000.00",Flop
Suno Na... Ek Nanhi Aawaz,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Tara Sharma,Amy Thanawala,Sanjoy Chowdhary,25,"₹ 1,00,00,000.00","₹ 2,70,000.00",Flop
Hot Money,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Tarun Arora,Rakesh Sawant,Bappi - Tutal,18,"₹ 80,00,000.00","₹ 29,50,000.00",Flop
Shrrameya - The Laborious,1,Normal,0,No,0,No,mythological,0,No,1,Yes,1,Yes,Tarun Khanna,D'Silva,Rajib - Mounaa,5,"₹ 20,00,000.00","₹ 4,25,000.00",Flop
Kaho Na Kaho,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Tarun Khanna,Sanjay Niranjan,Babli Haq,20,"₹ 25,00,000.00","₹ 5,50,000.00",Flop
Mission 11 July,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Tarun Khanna,Vinod R. Thakur,Afsar - Sajid,20,"₹ 1,50,00,000.00","₹ 1,75,000.00",Flop
Murder In Mumbai,0,Holiday,0,No,0,No,thriller,1,Yes,1,Yes,1,Yes,Tejasvita Kapoor,Deep Saraswat,Rahul B. Seth,5,"₹ 90,00,000.00","₹ 12,50,000.00",Flop
De De Ek Chumma De,1,Normal,0,No,0,No,adult,1,Yes,1,Yes,1,Yes,Tejaswini Sarkar,Milind Swamy,Harendra Panijar,1,"₹ 15,00,000.00","₹ 3,25,000.00",Flop
Yeh Faasley,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Tena Desae,Yogesh Mittal,Deepak Pandit,225,"₹ 6,50,00,000.00","₹ 35,00,000.00",Flop
Identity Card,0,Holiday,0,No,0,No,drama,0,No,0,No,1,Yes,Tia Bajpai,Rahat Kazmi,Raja Ali,50,"₹ 1,50,00,000.00","₹ 8,25,000.00",Flop
A Flying Jatt,0,Holiday,0,No,0,No,masala,0,No,0,No,0,No,Tiger Shroff,Remo D'Souza,Sachin - Jigar,2650,"₹ 55,00,00,000.00","₹ 49,33,68,750.00",Average
Heropanti,1,Normal,1,Yes,0,No,action,1,Yes,0,No,1,Yes,Tiger Shroff,Sabbir Khan,Mustafa Zahid,2200,"₹ 25,00,00,000.00","₹ 72,60,75,000.00",Blockbuster
Baaghi,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,Tiger Shroff,Sabbir Khan,Ankit Tiwari,2750,"₹ 37,00,00,000.00","₹ 1,26,96,62,500.00",Blockbuster
Munna Micheal,1,Normal,0,No,0,No,action,0,No,0,No,1,Yes,Tiger Shroff,Sabbir Khan,Tanishk,2900,"₹ 41,00,00,000.00","₹ 51,53,00,000.00",Hit
Karoongi Tujhe Khallaas,0,Holiday,0,No,0,No,action,1,Yes,1,Yes,0,No,Tina,J.J. Reddy,Shashi Pritam,1,"₹ 10,00,000.00","₹ 12,000.00",Flop
Ab Tumhari Bari,1,Normal,0,No,0,No,horror,1,Yes,0,No,1,Yes,Tina Gujjar,Mohan Bhakri,Anand Singh,12,"₹ 20,00,000.00","₹ 17,75,000.00",Average
Ocean Of An Old Man,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Tom Alter,Rajesh Shera,Serge Eisen,7,"₹ 40,00,000.00","₹ 1,45,000.00",Flop
Hansa,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Trimala Adhikari,Manav Kaul,Brince Bora,15,"₹ 1,00,00,000.00","₹ 2,70,000.00",Flop
Matrubhoomi,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Tulip Joshi,Manish Jha,Salim - Sulaiman,35,"₹ 2,25,00,000.00","₹ 26,75,000.00",Flop
Showbiz,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Tushar Jalota,Raju Khan,Lalit Pandit,100,"₹ 4,25,00,000.00","₹ 50,00,000.00",Flop
Aggar,0,Holiday,0,No,0,No,thriller,0,No,0,No,0,No,Tusshar Kapoor,Anant Mahadevan,Himesh Reshammiya,260,"₹ 7,00,00,000.00","₹ 1,27,00,000.00",Flop
Shor In The City,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Tusshar Kapoor,Krishna D.K,Sachin - Jigar,500,"₹ 7,50,00,000.00","₹ 5,92,00,000.00",Average
Kya Love Story Hai,1,Normal,0,No,0,No,rom__com,0,No,1,Yes,0,No,Tusshar Kapoor,Lovely Singh,Pritam,425,"₹ 7,25,00,000.00","₹ 4,87,50,000.00",Flop
Mastizaade,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Tusshar Kapoor,Milap Zaveri,Meet Bros,1850,"₹ 30,00,00,000.00","₹ 25,59,60,000.00",Average
Dhol,1,Normal,1,Yes,0,No,comedy,0,No,0,No,0,No,Tusshar Kapoor,Priyadarshan,Pritam,650,"₹ 14,00,00,000.00","₹ 23,27,75,000.00",Hit
Love U...Mr. Kalakaar!,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Tusshar Kapoor,S. Manasvi,Sandesh Shandilya,325,"₹ 12,00,00,000.00","₹ 2,45,00,000.00",Flop
C Kkompany,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Tusshar Kapoor,Sachin Yardi,Bappa Lahiri,500,"₹ 10,00,00,000.00","₹ 4,83,00,000.00",Flop
Kyaa Super Kool Hain Hum,1,Normal,0,No,1,Yes,comedy,0,No,0,No,0,No,Tusshar Kapoor,Sachin Yardi,Sachin - Jigar,1400,"₹ 19,00,00,000.00","₹ 60,77,25,000.00",Blockbuster
Hum Tum Shabana,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Tusshar Kapoor,Sagar Ballary,Sachin - Jigar,475,"₹ 12,00,00,000.00","₹ 1,92,00,000.00",Flop
